"","accession","species","genus","family","source","accession.version","taxid"
"11198","NC_081750","Tillandsia xiphioides","Tillandsia","Bromeliaceae","all","NC_081750.1",294094
"11199","NC_081751","Tillandsia zecheri","Tillandsia","Bromeliaceae","all","NC_081751.1",3051593
"11200","NC_081752","Vriesea friburgensis","Vriesea","Bromeliaceae","all","NC_081752.1",1093665
"11201","NC_081753","Vriesea vagans","Vriesea","Bromeliaceae","all","NC_081753.1",1093671
"11202","NC_081754","Wallisia lindeniana","Wallisia","Bromeliaceae","all","NC_081754.1",1908774
"11203","NC_081863","Encalypta ciliata","Encalypta","Encalyptaceae","full+trnL","NC_081863.1",130446
"11204","NC_081864","Acronychia laevis","Acronychia","Rutaceae","all","NC_081864.1",354484
"11205","NC_081865","Asterolasia asteriscophora","Asterolasia","Rutaceae","all","NC_081865.1",282647
"11206","NC_081866","Boronia edwardsii","Boronia","Rutaceae","all","NC_081866.1",1764330
"11207","NC_081867","Boronia ternata","Boronia","Rutaceae","all","NC_081867.1",1226053
"11208","NC_081868","Brombya platynema","Brombya","Rutaceae","all","NC_081868.1",1226057
"11209","NC_081869","Chorilaena quercifolia","Chorilaena","Rutaceae","all","NC_081869.1",76957
"11210","NC_081870","Crowea saligna","Crowea","Rutaceae","all","NC_081870.1",1226069
"11211","NC_081871","Diplolaena drummondii","Diplolaena","Rutaceae","all","NC_081871.1",1226071
"11212","NC_081872","Diplolaena obovata","Diplolaena","Rutaceae","all","NC_081872.1",2981372
"11213","NC_081873","Drummondita calida","Drummondita","Rutaceae","all","NC_081873.1",1226072
"11214","NC_081874","Drummondita fulva","Drummondita","Rutaceae","all","NC_081874.1",3002538
"11215","NC_081875","Drummondita hassellii","Drummondita","Rutaceae","all","NC_081875.1",282608
"11216","NC_081876","Eriostemon australasius","Eriostemon","Rutaceae","all","NC_081876.1",1125850
"11217","NC_081877","Eriostemon banksii","Eriostemon","Rutaceae","all","NC_081877.1",2981376
"11218","NC_081878","Euodia pubifolia","Euodia","Rutaceae","all","NC_081878.1",354496
"11219","NC_081879","Geleznowia verrucosa","Geleznowia","Rutaceae","all","NC_081879.1",1226079
"11220","NC_081880","Halfordia kendack","Halfordia","Rutaceae","all","NC_081880.1",354498
"11221","NC_081881","Medicosma cunninghamii","Medicosma","Rutaceae","all","NC_081881.1",68548
"11222","NC_081882","Melicope hayesii","Melicope","Rutaceae","all","NC_081882.1",1619493
"11223","NC_081883","Muiriantha hassellii","Muiriantha","Rutaceae","all","NC_081883.1",282616
"11224","NC_081884","Myrtopsis sp. Munzinger 3458","Myrtopsis","Rutaceae","all","NC_081884.1",3002497
"11225","NC_081885","Nematolepis phebalioides","Nematolepis","Rutaceae","all","NC_081885.1",68552
"11226","NC_081886","Nematolepis squamea","Nematolepis","Rutaceae","all","NC_081886.1",282612
"11227","NC_081887","Nematolepis wilsonii","Nematolepis","Rutaceae","all","NC_081887.1",2981400
